pricing_id,trip_id,start_date,end_date,price,discount_percentage,pricing_status
123,31,2026-07-01,2026-09-30,38235.6,0,Active
124,31,2026-10-01,2026-12-31,46285.2,5,Pending Approval
125,32,2026-01-01,2026-03-31,27261.15,0,Expired
126,32,2026-04-01,2026-06-30,28559.3,0,Expired
127,32,2026-07-01,2026-09-30,24664.85,0,Active
128,32,2026-10-01,2026-12-31,29857.45,15,Pending Approval
129,33,2026-01-01,2026-03-31,11626.65,0,Expired
130,33,2026-04-01,2026-06-30,12180.3,5,Expired
131,33,2026-07-01,2026-09-30,10519.35,0,Active
132,33,2026-10-01,2026-12-31,12733.95,15,Pending Approval
133,34,2026-01-01,2026-03-31,10387.65,10,Expired
134,34,2026-04-01,2026-06-30,10882.3,0,Expired
135,34,2026-07-01,2026-09-30,9398.35,0,Active
136,34,2026-10-01,2026-12-31,11376.95,15,Pending Approval
137,35,2026-01-01,2026-03-31,32553.15,5,Expired
138,35,2026-04-01,2026-06-30,34103.3,0,Expired
139,35,2026-07-01,2026-09-30,29452.85,5,Active
140,35,2026-10-01,2026-12-31,35653.45,0,Pending Approval
141,36,2026-01-01,2026-03-31,45268.65,0,Expired
142,36,2026-04-01,2026-06-30,47424.3,10,Expired
143,36,2026-07-01,2026-09-30,40957.35,5,Active
144,36,2026-10-01,2026-12-31,49579.95,0,Pending Approval
145,37,2026-01-01,2026-03-31,39628.05,10,Expired
146,37,2026-04-01,2026-06-30,41515.1,0,Expired
147,37,2026-07-01,2026-09-30,35853.95,10,Active
148,37,2026-10-01,2026-12-31,43402.15,0,Pending Approval
149,38,2026-01-01,2026-03-31,8434.65,0,Expired
150,38,2026-04-01,2026-06-30,8836.3,0,Expired
151,38,2026-07-01,2026-09-30,7631.35,5,Active
152,38,2026-10-01,2026-12-31,9237.95,10,Pending Approval
153,39,2026-01-01,2026-03-31,7536.9,0,Expired
154,39,2026-04-01,2026-06-30,7895.8,10,Expired
155,39,2026-07-01,2026-09-30,6819.1,0,Active
156,39,2026-10-01,2026-12-31,8254.7,5,Pending Approval
157,40,2026-01-01,2026-03-31,34806.45,5,Expired
158,40,2026-04-01,2026-06-30,36463.9,0,Expired
159,40,2026-07-01,2026-09-30,31491.55,0,Active
160,40,2026-10-01,2026-12-31,38121.35,10,Pending Approval
161,41,2026-01-01,2026-03-31,51271.5,10,Expired
162,41,2026-04-01,2026-06-30,53713.0,10,Expired
163,41,2026-07-01,2026-09-30,46388.5,10,Active
164,41,2026-10-01,2026-12-31,56154.5,0,Pending Approval
165,42,2026-01-01,2026-03-31,40652.85,0,Expired
166,42,2026-04-01,2026-06-30,42588.7,0,Expired
167,42,2026-07-01,2026-09-30,36781.15,20,Active
168,42,2026-10-01,2026-12-31,44524.55,5,Pending Approval
169,43,2026-01-01,2026-03-31,11748.45,10,Expired
170,43,2026-04-01,2026-06-30,12307.9,5,Expired
171,43,2026-07-01,2026-09-30,10629.55,0,Active
172,43,2026-10-01,2026-12-31,12867.35,0,Pending Approval
173,44,2026-01-01,2026-03-31,7024.5,10,Expired
174,44,2026-04-01,2026-06-30,7359.0,0,Expired
175,44,2026-07-01,2026-09-30,6355.5,0,Active
176,44,2026-10-01,2026-12-31,7693.5,15,Pending Approval
177,45,2026-01-01,2026-03-31,35499.45,10,Expired
178,45,2026-04-01,2026-06-30,37189.9,5,Expired
179,45,2026-07-01,2026-09-30,32118.55,10,Active
180,45,2026-10-01,2026-12-31,38880.35,10,Pending Approval
181,46,2026-01-01,2026-03-31,31965.15,0,Expired
182,46,2026-04-01,2026-06-30,33487.3,5,Expired
183,46,2026-07-01,2026-09-30,28920.85,0,Active
184,46,2026-10-01,2026-12-31,35009.45,5,Pending Approval
185,47,2026-01-01,2026-03-31,31846.5,10,Expired
186,47,2026-04-01,2026-06-30,33363.0,15,Expired
187,47,2026-07-01,2026-09-30,28813.5,5,Active
188,47,2026-10-01,2026-12-31,34879.5,5,Pending Approval
189,48,2026-01-01,2026-03-31,8442.0,0,Expired
190,48,2026-04-01,2026-06-30,8844.0,0,Expired
191,48,2026-07-01,2026-09-30,7638.0,0,Active
192,48,2026-10-01,2026-12-31,9246.0,0,Pending Approval
193,49,2026-01-01,2026-03-31,12186.3,0,Expired
194,49,2026-04-01,2026-06-30,12766.6,0,Expired
195,49,2026-07-01,2026-09-30,11025.7,0,Active
196,49,2026-10-01,2026-12-31,13346.9,5,Pending Approval
197,50,2026-01-01,2026-03-31,20492.85,15,Expired
198,50,2026-04-01,2026-06-30,21468.7,0,Expired
199,50,2026-07-01,2026-09-30,18541.15,5,Active
200,50,2026-10-01,2026-12-31,22444.55,10,Pending Approval
201,51,2026-01-01,2026-03-31,38573.85,0,Expired
202,51,2026-04-01,2026-06-30,40410.7,20,Expired
203,51,2026-07-01,2026-09-30,34900.15,5,Active
204,51,2026-10-01,2026-12-31,42247.55,5,Pending Approval
205,52,2026-01-01,2026-03-31,32233.95,0,Expired
206,52,2026-04-01,2026-06-30,33768.9,15,Expired
207,52,2026-07-01,2026-09-30,29164.05,0,Active
208,52,2026-10-01,2026-12-31,35303.85,0,Pending Approval
209,53,2026-01-01,2026-03-31,12113.85,0,Expired
210,53,2026-04-01,2026-06-30,12690.7,0,Expired
211,53,2026-07-01,2026-09-30,10960.15,10,Active
212,53,2026-10-01,2026-12-31,13267.55,15,Pending Approval
213,54,2026-01-01,2026-03-31,12301.8,10,Expired
214,54,2026-04-01,2026-06-30,12887.6,0,Expired
215,54,2026-07-01,2026-09-30,11130.2,0,Active
216,54,2026-10-01,2026-12-31,13473.4,0,Pending Approval
217,55,2026-01-01,2026-03-31,25331.25,5,Expired
218,55,2026-04-01,2026-06-30,26537.5,20,Expired
219,55,2026-07-01,2026-09-30,22918.75,0,Active
220,55,2026-10-01,2026-12-31,27743.75,5,Pending Approval
221,56,2026-01-01,2026-03-31,17665.2,0,Expired
222,56,2026-04-01,2026-06-30,18506.4,0,Expired
223,56,2026-07-01,2026-09-30,15982.8,0,Active
224,56,2026-10-01,2026-12-31,19347.6,5,Pending Approval
225,57,2026-01-01,2026-03-31,24508.05,0,Expired
226,57,2026-04-01,2026-06-30,25675.1,5,Expired
227,57,2026-07-01,2026-09-30,22173.95,15,Active
228,57,2026-10-01,2026-12-31,26842.15,10,Pending Approval
229,58,2026-01-01,2026-03-31,12769.05,10,Expired
230,58,2026-04-01,2026-06-30,13377.1,0,Expired
231,58,2026-07-01,2026-09-30,11552.95,15,Active
232,58,2026-10-01,2026-12-31,13985.15,0,Pending Approval
233,59,2026-01-01,2026-03-31,21090.3,10,Expired
234,59,2026-04-01,2026-06-30,22094.6,20,Expired
235,59,2026-07-01,2026-09-30,19081.7,5,Active
236,59,2026-10-01,2026-12-31,23098.9,0,Pending Approval
237,60,2026-01-01,2026-03-31,13550.25,10,Expired
238,60,2026-04-01,2026-06-30,14195.5,0,Expired
239,60,2026-07-01,2026-09-30,12259.75,5,Active
240,60,2026-10-01,2026-12-31,14840.75,15,Pending Approval
241,61,2026-01-01,2026-03-31,20007.75,0,Expired
242,61,2026-04-01,2026-06-30,20960.5,0,Expired
243,61,2026-07-01,2026-09-30,18102.25,0,Active
244,61,2026-10-01,2026-12-31,21913.25,0,Pending Approval
245,62,2026-01-01,2026-03-31,19621.35,0,Expired
246,62,2026-04-01,2026-06-30,20555.7,10,Expired
247,62,2026-07-01,2026-09-30,17752.65,5,Active
248,62,2026-10-01,2026-12-31,21490.05,15,Pending Approval
249,63,2026-01-01,2026-03-31,17824.8,0,Expired
250,63,2026-04-01,2026-06-30,18673.6,10,Expired
251,63,2026-07-01,2026-09-30,16127.2,0,Active
252,63,2026-10-01,2026-12-31,19522.4,5,Pending Approval
253,64,2026-01-01,2026-03-31,17002.65,15,Expired
254,64,2026-04-01,2026-06-30,17812.3,0,Expired
255,64,2026-07-01,2026-09-30,15383.35,0,Active
256,64,2026-10-01,2026-12-31,18621.95,10,Pending Approval
257,65,2026-01-01,2026-03-31,18414.9,10,Expired
258,65,2026-04-01,2026-06-30,19291.8,20,Expired
259,65,2026-07-01,2026-09-30,16661.1,0,Active
260,65,2026-10-01,2026-12-31,20168.7,10,Pending Approval
261,66,2026-01-01,2026-03-31,32661.3,5,Expired
262,66,2026-04-01,2026-06-30,34216.6,10,Expired
263,66,2026-07-01,2026-09-30,29550.7,10,Active
264,66,2026-10-01,2026-12-31,35771.9,20,Pending Approval
265,67,2026-01-01,2026-03-31,17565.45,10,Expired
266,67,2026-04-01,2026-06-30,18401.9,0,Expired
267,67,2026-07-01,2026-09-30,15892.55,0,Active
268,67,2026-10-01,2026-12-31,19238.35,20,Pending Approval
269,68,2026-01-01,2026-03-31,24297.0,0,Expired
270,68,2026-04-01,2026-06-30,25454.0,5,Expired
271,68,2026-07-01,2026-09-30,21983.0,0,Active
272,68,2026-10-01,2026-12-31,26611.0,5,Pending Approval
273,69,2026-01-01,2026-03-31,24843.0,0,Expired
274,69,2026-04-01,2026-06-30,26026.0,5,Expired
275,69,2026-07-01,2026-09-30,22477.0,15,Active
276,69,2026-10-01,2026-12-31,27209.0,15,Pending Approval
277,70,2026-01-01,2026-03-31,15040.2,20,Expired
278,70,2026-04-01,2026-06-30,15756.4,0,Expired
279,70,2026-07-01,2026-09-30,13607.8,15,Active
280,70,2026-10-01,2026-12-31,16472.6,10,Pending Approval
281,71,2026-01-01,2026-03-31,6315.75,0,Expired
282,71,2026-04-01,2026-06-30,6616.5,0,Expired
283,71,2026-07-01,2026-09-30,5714.25,0,Active
284,71,2026-10-01,2026-12-31,6917.25,5,Pending Approval
285,72,2026-01-01,2026-03-31,11672.85,0,Expired
286,72,2026-04-01,2026-06-30,12228.7,5,Expired
287,72,2026-07-01,2026-09-30,10561.15,0,Active
288,72,2026-10-01,2026-12-31,12784.55,10,Pending Approval
289,73,2026-01-01,2026-03-31,27126.75,0,Expired
290,73,2026-04-01,2026-06-30,28418.5,5,Expired
291,73,2026-07-01,2026-09-30,24543.25,0,Active
292,73,2026-10-01,2026-12-31,29710.25,0,Pending Approval
293,74,2026-01-01,2026-03-31,11383.05,0,Expired
294,74,2026-04-01,2026-06-30,11925.1,0,Expired
295,74,2026-07-01,2026-09-30,10298.95,0,Active
296,74,2026-10-01,2026-12-31,12467.15,0,Pending Approval
297,75,2026-01-01,2026-03-31,22787.1,20,Expired
298,75,2026-04-01,2026-06-30,23872.2,0,Expired
299,75,2026-07-01,2026-09-30,20616.9,0,Active
300,75,2026-10-01,2026-12-31,24957.3,5,Pending Approval
301,76,2026-01-01,2026-03-31,16215.15,10,Expired
302,76,2026-04-01,2026-06-30,16987.3,0,Expired
303,76,2026-07-01,2026-09-30,14670.85,20,Active
304,76,2026-10-01,2026-12-31,17759.45,0,Pending Approval
305,77,2026-01-01,2026-03-31,20938.05,0,Expired
306,77,2026-04-01,2026-06-30,21935.1,0,Expired
307,77,2026-07-01,2026-09-30,18943.95,5,Active
308,77,2026-10-01,2026-12-31,22932.15,10,Pending Approval
309,78,2026-01-01,2026-03-31,21182.7,0,Expired
310,78,2026-04-01,2026-06-30,22191.4,10,Expired
311,78,2026-07-01,2026-09-30,19165.3,5,Active
312,78,2026-10-01,2026-12-31,23200.1,20,Pending Approval
313,79,2026-01-01,2026-03-31,10176.6,10,Expired
314,79,2026-04-01,2026-06-30,10661.2,0,Expired
315,79,2026-07-01,2026-09-30,9207.4,0,Active
316,79,2026-10-01,2026-12-31,11145.8,0,Pending Approval
317,80,2026-01-01,2026-03-31,6737.85,0,Expired
318,80,2026-04-01,2026-06-30,7058.7,5,Expired
319,80,2026-07-01,2026-09-30,6096.15,5,Active
320,80,2026-10-01,2026-12-31,7379.55,15,Pending Approval
321,81,2026-01-01,2026-03-31,26540.85,10,Expired
322,81,2026-04-01,2026-06-30,27804.7,0,Expired
323,81,2026-07-01,2026-09-30,24013.15,15,Active
324,81,2026-10-01,2026-12-31,29068.55,0,Pending Approval
325,82,2026-01-01,2026-03-31,10338.3,5,Expired
326,82,2026-04-01,2026-06-30,10830.6,5,Expired
327,82,2026-07-01,2026-09-30,9353.7,15,Active
328,82,2026-10-01,2026-12-31,11322.9,0,Pending Approval
329,83,2026-01-01,2026-03-31,10054.8,0,Expired
330,83,2026-04-01,2026-06-30,10533.6,0,Expired
331,83,2026-07-01,2026-09-30,9097.2,15,Active
332,83,2026-10-01,2026-12-31,11012.4,0,Pending Approval
333,84,2026-01-01,2026-03-31,22850.1,0,Expired
334,84,2026-04-01,2026-06-30,23938.2,0,Expired
335,84,2026-07-01,2026-09-30,20673.9,5,Active
336,84,2026-10-01,2026-12-31,25026.3,20,Pending Approval
337,85,2026-01-01,2026-03-31,8971.2,10,Expired
338,85,2026-04-01,2026-06-30,9398.4,0,Expired
339,85,2026-07-01,2026-09-30,8116.8,0,Active
340,85,2026-10-01,2026-12-31,9825.6,0,Pending Approval
341,86,2026-01-01,2026-03-31,8038.8,0,Expired
342,86,2026-04-01,2026-06-30,8421.6,0,Expired
343,86,2026-07-01,2026-09-30,7273.2,0,Active
344,86,2026-10-01,2026-12-31,8804.4,0,Pending Approval
345,87,2026-01-01,2026-03-31,22858.5,0,Expired
346,87,2026-04-01,2026-06-30,23947.0,10,Expired
347,87,2026-07-01,2026-09-30,20681.5,20,Active
348,87,2026-10-01,2026-12-31,25035.5,10,Pending Approval
349,88,2026-01-01,2026-03-31,8516.55,0,Expired
350,88,2026-04-01,2026-06-30,8922.1,10,Expired
351,88,2026-07-01,2026-09-30,7705.45,0,Active
352,88,2026-10-01,2026-12-31,9327.65,10,Pending Approval
353,89,2026-01-01,2026-03-31,8723.4,5,Expired
354,89,2026-04-01,2026-06-30,9138.8,15,Expired
355,89,2026-07-01,2026-09-30,7892.6,15,Active
356,89,2026-10-01,2026-12-31,9554.2,0,Pending Approval
357,90,2026-01-01,2026-03-31,21802.2,5,Expired
358,90,2026-04-01,2026-06-30,22840.4,0,Expired
359,90,2026-07-01,2026-09-30,19725.8,5,Active
360,90,2026-10-01,2026-12-31,23878.6,5,Pending Approval
361,91,2026-01-01,2026-03-31,13601.7,5,Expired
362,91,2026-04-01,2026-06-30,14249.4,20,Expired
363,91,2026-07-01,2026-09-30,12306.3,10,Active
364,91,2026-10-01,2026-12-31,14897.1,5,Pending Approval
365,92,2026-01-01,2026-03-31,7777.35,10,Expired
366,92,2026-04-01,2026-06-30,8147.7,10,Expired
367,92,2026-07-01,2026-09-30,7036.65,5,Active
368,92,2026-10-01,2026-12-31,8518.05,5,Pending Approval
369,93,2026-01-01,2026-03-31,18879.0,0,Expired
370,93,2026-04-01,2026-06-30,19778.0,0,Expired
371,93,2026-07-01,2026-09-30,17081.0,0,Active
372,93,2026-10-01,2026-12-31,20677.0,0,Pending Approval
373,94,2026-01-01,2026-03-31,12937.05,5,Expired
374,94,2026-04-01,2026-06-30,13553.1,5,Expired
375,94,2026-07-01,2026-09-30,11704.95,0,Active
376,94,2026-10-01,2026-12-31,14169.15,5,Pending Approval
377,95,2026-01-01,2026-03-31,7675.5,5,Expired
378,95,2026-04-01,2026-06-30,8041.0,5,Expired
379,95,2026-07-01,2026-09-30,6944.5,0,Active
380,95,2026-10-01,2026-12-31,8406.5,20,Pending Approval
381,96,2026-01-01,2026-03-31,22901.55,0,Expired
382,96,2026-04-01,2026-06-30,23992.1,5,Expired
383,96,2026-07-01,2026-09-30,20720.45,0,Active
384,96,2026-10-01,2026-12-31,25082.65,0,Pending Approval
385,97,2026-01-01,2026-03-31,17806.95,0,Expired
386,97,2026-04-01,2026-06-30,18654.9,15,Expired
387,97,2026-07-01,2026-09-30,16111.05,0,Active
388,97,2026-10-01,2026-12-31,19502.85,10,Pending Approval
389,98,2026-01-01,2026-03-31,16125.9,0,Expired
390,98,2026-04-01,2026-06-30,16893.8,5,Expired
391,98,2026-07-01,2026-09-30,14590.1,0,Active
392,98,2026-10-01,2026-12-31,17661.7,0,Pending Approval
